id_pili,hydrant_id_uuid,station_id_uuid,station_id,station_code,zon,no_pili,pili_num_combine,alamat,penanda_kawasan,id_kedudukan,kedudukan,lokasi,latitud,longitud,id_negeri,state_id_uuid,negeri,id_daerah,daerah,id_pemilikan_pili,pemilikan_pili,id_status_pili,status_pili,diameter_pengeluaran,image_1,id_jenis_pili,jenis_pili,id_parlimen,parlimen,tarikh_pili,id_syarikat_air,flag_migrasi,id_bandar,bandar,city_id_uuid
314012,59e9d503-8d0c-4ee2-8980-05a37fcfc7ed,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,001,JHT-A-001,Dalam Kawasan Balai Bomba dekat surau Jalan Hang Tuah,Dalam Kawasan Balai Bomba dekat surau Jalan Hang Tuah,3,Berhampiran,KUALA LUMPUR,3.138121,101.705122,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,252.96,images/img_pili/20170810150157177.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,75,K LUMPUR (WP),6f03580f-58e6-4bfe-ba59-1909cb2988fa
314013,3f01dceb-5df7-4317-95d3-91302abd0091,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,002,JHT-A-002,BALAI BOMBA DAN PENYELAMAT JALAN HANG TUAH,Berhampiran Hose Tower Dalam Kawasan Balai Bomba Jalan Hang Tuah,3,Berhampiran,KUALA LUMPUR,3.137494,101.705011,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,252.96,,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,75,K LUMPUR (WP),6f03580f-58e6-4bfe-ba59-1909cb2988fa
314014,028d7b0a-10da-4bf8-9d0b-1fb8b78456b5,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,003,JHT-A-003,Tepi Tokong Flat Jalan Hang Tuah,Tepi Tokong Flat Jalan Hang Tuah,1,Hadapan,KUALA LUMPUR,3.138846,101.705204,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,252.96,images/img_pili/20170810150329709.jpg,2,Ground Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,45,KUALA LMPUR (WP),08d3c005-65d8-4c9b-b86d-53759fd3dff4
314015,ba753a54-06a1-4273-a959-0dad6d9adbe0,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,004,JHT-A-004,Tepi Rumah Rukun Tetangga Jalan Hang Tuah,Tepi Rumah Rukun Tetangga Jalan Hang Tuah,3,Berhampiran,KUALA LUMPUR,3.13985,101.705746,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,2,Tidak Berfungsi,0,images/img_pili/20170810150605267.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314016,405d0d04-8fa0-4ddf-b4f5-b47abfad9a65,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,005,JHT-A-005,Depan Kuil Flat Jalan Hang Tuah,Depan Kuil Flat Jalan Hang Tuah,1,Hadapan,KUALA LUMPUR,3.139684,101.705591,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,357.74,images/img_pili/20170810150442571.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,45,KUALA LMPUR (WP),08d3c005-65d8-4c9b-b86d-53759fd3dff4
314017,cc6ebd73-fff8-4ea3-bc97-c62e4cfdf897,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,006,JHT-A-006,Tepi Pagar Dekat Setesen LRT jalan Hang Tuah,Tepi Pagar Dekat Setesen LRT jalan Hang Tuah,4,Tepi,KUALA LUMPUR,3.139497,101.706487,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,252.96,images/img_pili/20170810150712804.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314018,4bbee654-245e-4c87-aceb-93c6032887e1,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,007,JHT-A-007,Depan No 49 Pemborong Pakaian MCQ Fasion Lorong Merbau Off Jalan Kenanga ,Depan No 49 Pemborong Pakaian MCQ FasionLorong Merbau Off Jalan Kenanga,1,Hadapan,KUALA LUMPUR,3.138253,101.705618,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,252.96,images/img_pili/20170814113708252.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,45,KUALA LMPUR (WP),08d3c005-65d8-4c9b-b86d-53759fd3dff4
314019,b2633a95-749f-4b90-bccc-92f96a10413e,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,008,JHT-A-008,JALAN MERBAU OFF JALAN KENANGA,Depan kedai No 27 Lorong Merbau Off Jalan Kenanga,1,Hadapan,KUALA LUMPUR,3.139078,101.706261,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,4,Hilang,,,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314020,ee1e7d4d-784a-4e33-8a50-dd8a6b273dfa,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,009,JHT-A-009,Depan Kedai Pemborong Plush & Lush Jalan Meranti,Depan Kedai Pemborong Plush & Lush Jalan Meranti,1,Hadapan,KUALA LUMPUR,3.137675,101.706057,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,252.96,,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314021,5d5e1a73-cdc8-4966-8d24-10e79afbe97e,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,010,JHT-A-010,Sebelah kiri Block C Flat Sri Sarawak,Sebelah kiri Block C Flat Sri Sarawak,3,Berhampiran,KUALA LUMPUR,3.137317,101.705627,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,158.995,images/img_pili/2017081111024674.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,11,KUALALUMPUR (WP),e020035c-e1d1-481d-b224-6475deb88d49
314022,4065c674-03da-4c6d-a197-f79c859cd0c1,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,011,JHT-A-011,Belakang Block C Flat Sri Sarawak,Belakang Block C Flat Sri Sarawak,1,Hadapan,KUALA LUMPUR,3.136994,101.705463,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,158.995,images/img_pili/201708111104041.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,11,KUALALUMPUR (WP),e020035c-e1d1-481d-b224-6475deb88d49
314023,b5abcb19-f5c5-426c-9411-0d1bf67c7580,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,012,JHT-A-012,Dekat Taman Flat Sri Sarawak,Dekat Taman Flat Sri Sarawak,1,Hadapan,KUALA LUMPUR,3.136485,101.705802,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,158.995,images/img_pili/20170811110507624.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,11,KUALALUMPUR (WP),e020035c-e1d1-481d-b224-6475deb88d49
314024,97d85ddc-32df-4b75-9919-218df4b9ef6f,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,013,JHT-A-013,Dekat Surau Flat Sri Sarawak,Dekat Surau Flat Sri Sarawak,1,Hadapan,KUALA LUMPUR,3.136339,101.706189,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,158.995,images/img_pili/20170811110609246.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,11,KUALALUMPUR (WP),e020035c-e1d1-481d-b224-6475deb88d49
314025,15955c31-a2b8-43f4-b5bf-3b753eb924df,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,014,JHT-A-014,Belakang Block A Flat Sri Sarawak,Belakang Block A Flat Sri Sarawak,1,Hadapan,KUALA LUMPUR,3.136211,101.70645,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,252.96,images/img_pili/20170811151320426.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,11,KUALALUMPUR (WP),e020035c-e1d1-481d-b224-6475deb88d49
314026,4c892116-d126-4f04-afd8-5af0a64a8ee8,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,015,JHT-A-015,Depan Kedai Ali Enterprise Flat Sri Serawak,Depan Kedai Ali Enterprise Flat Sri Serawak,1,Hadapan,KUALA LUMPUR,3.136939,101.706426,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,252.96,,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,11,KUALALUMPUR (WP),e020035c-e1d1-481d-b224-6475deb88d49
314027,fe6c4fc1-d13f-4369-8281-503fa49ae9fa,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,016,JHT-A-016,Kedai Runcit No 1 Flat Sri Sarawak,Kedai Runcit No 1 Flat Sri Sarawak,1,Hadapan,KUALA LUMPUR,3.137166,101.706025,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,2,Tidak Berfungsi,0,images/img_pili/20170811110713523.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,11,KUALALUMPUR (WP),e020035c-e1d1-481d-b224-6475deb88d49
314028,326e0ebb-8d6c-4d46-bee6-0754d550ce9a,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,017,JHT-A-017,Depan Bank Hong Leong Jalan Kenanga,Depan Bank Hong Leong Jalan Kenanga,1,Hadapan,KUALA LUMPUR,3.136609,101.706946,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,252.96,images/img_pili/20170811111042870.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,11,KUALALUMPUR (WP),e020035c-e1d1-481d-b224-6475deb88d49
314029,9dcce6ce-91a4-4e3a-937d-5e54f7ea0fdf,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,018,JHT-A-018,Depan Kedai Mitoli Trading Sdn Bhd Jalan Kenanga ( Sebelah MayBank ),Depan Kedai Mitoli Trading Sdn Bhd Jalan Kenanga ( Sebelah MayBank ),1,Hadapan,KUALA LUMPUR,3.136744,101.707301,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,252.96,images/img_pili/2017081015125767.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,11,KUALALUMPUR (WP),e020035c-e1d1-481d-b224-6475deb88d49
314030,3e808506-d255-430b-a803-d34a691f1399,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,019,JHT-A-019,Depan kedai NO 43 More Fahsion Jalan Merlimau,Depan kedai NO 43 More Fahsion Jalan Merlimau,1,Hadapan,KUALA LUMPUR,3.136977,101.70762,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,252.96,,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,75,K LUMPUR (WP),6f03580f-58e6-4bfe-ba59-1909cb2988fa
314031,7ed3ca74-e829-44f2-9180-56419f647836,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,020,JHT-A-020,Depan Kedai Pemborong Pakaian Neat & Sweet Jln Merlimau,Depan Kedai Pemborong Pakaian Neat & Sweet Jln Merlimau,1,Hadapan,KUALA LUMPUR,3.137387,101.708671,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,252.96,images/img_pili/20170814105943663.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314032,b98486ed-e961-48be-83d4-f58dec188752,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,021,JHT-A-021,Depan Kedai No 55 Steps Lorong Meranti 3 ,Depan Kedai No 55 Steps Lorong Meranti 3,1,Hadapan,KUALA LUMPUR,3.137848,101.708449,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,252.96,images/img_pili/20170814110150666.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,45,KUALA LMPUR (WP),08d3c005-65d8-4c9b-b86d-53759fd3dff4
314033,966e20eb-96f1-4184-960c-5174890cb611,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,022,JHT-A-022, No 55 Pusat Pemborong Pakaian New Look Fashion Jalan Meranti 3, No 55 Pusat Pemborong Pakaian New Look Fashion Jalan Meranti 3,1,Hadapan,KUALA LUMPUR,3.138469,101.707663,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,158.995,images/img_pili/2024020214081747.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314034,addf04ab-33de-41ee-8e69-c31628b3b94d,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,023,JHT-A-023,No 11 Pemborong Pakaian Evie Lorong Meranti 2,No 11 Pemborong Pakaian Evie Lorong Meranti 2,1,Hadapan,KUALA LUMPUR,3.137794,101.707663,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,158.995,,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314035,58ea2eec-2bac-443e-80ae-49430bdba40a,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,024,JHT-A-024,No 17 Pemborong Pakaian Xin Xin Lorong Meranti 1,No 17 Pemborong Pakaian Xin Xin Lorong Meranti 1,1,Hadapan,KUALA LUMPUR,3.137601,101.706845,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,39.7488,images/img_pili/20170814111355325.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,45,KUALA LMPUR (WP),08d3c005-65d8-4c9b-b86d-53759fd3dff4
314036,5d00dd05-699c-42be-86e9-c85a0c71b9fd,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,025,JHT-A-025,Depan kedai 99 Speed Mart Jalan Gelugur,Depan kedai 99 Speed Mart Jalan Gelugur,1,Hadapan,KUALA LUMPUR,3.136183,101.707015,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,158.995,images/img_pili/20170810151510382.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,11,KUALALUMPUR (WP),e020035c-e1d1-481d-b224-6475deb88d49
314037,23cdadc4-dd32-4c45-b93a-8eeb96488029,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,026,JHT-A-026,Depan Kedai  No 20  Tecno Top Facts Lorong Meranti 2,Depan Kedai  No 20  Tecno Top Facts Lorong Meranti 2,2,Belakang,KUALA LUMPUR,3.136321,101.707313,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,252.96,,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,45,KUALA LMPUR (WP),08d3c005-65d8-4c9b-b86d-53759fd3dff4
314038,e8d7033f-c3eb-42e0-aab9-990063d44a58,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,027,JHT-A-027,Pintu Masuk Parking Kereta Kenanga Wholesale City Jalan Gelugur,Pintu Masuk Parking Kereta Kenanga Wholesale City Jalan Gelugur,1,Hadapan,KUALA LUMPUR,3.135896,101.708099,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,357.74,images/img_pili/20170810151637353.jpg,3,Pressurize Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,75,K LUMPUR (WP),6f03580f-58e6-4bfe-ba59-1909cb2988fa
314039,62c4c873-26db-441d-b558-cfc58b379a08,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,028,JHT-A-028,Sebelah Kiri Depan Kondo Kenanga Point Jalan Gelugur,Sebelah Kiri Depan Kondo Kenanga Point Jalan Gelugur,1,Hadapan,KUALA LUMPUR,3.134997,101.708112,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,357.74,images/img_pili/20170814112030246.jpg,3,Pressurize Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314040,dc9b551a-34e6-4863-b0ec-70a53a06e63a,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,029,JHT-A-029,Sebelah Kiri Belakang Kondo Kenanga Point Jalan Gelugur,Sebelah Kiri Belakang Kondo Kenanga Point Jalan Gelugur,2,Belakang,KUALA LUMPUR,3.135069,101.707097,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,252.96,images/img_pili/20170814112147865.jpg,3,Pressurize Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314041,9cb83f51-6ea6-4eb1-bfec-3f2f8e94695b,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,030,JHT-A-030,Depan Sebelah Kanan Apt Chinwoo Jalan Gelugur,Depan Sebelah Kanan Apt Chinwoo Jalan Gelugur,1,Hadapan,KUALA LUMPUR,3.135781,101.707113,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,252.96,images/img_pili/20170810151752143.jpg,3,Pressurize Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314042,54556e2b-092c-4569-8fc9-6f8eb7976eee,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,031,JHT-A-031,Depan Kuarters JPM Jalan Gelugur,Depan Kuarters JPM Jalan Gelugur,1,Hadapan,KUALA LUMPUR,3.13598,101.707904,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,252.96,images/img_pili/20170810151910608.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314043,9383fdb5-b319-46e1-a538-07ecf5eea39c,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,032,JHT-A-032,Depan Surau belakang Kenang Wholesale Jalan San Peng,Depan Surau belakang Kenang Wholesale Jalan San Peng,1,Hadapan,KUALA LUMPUR,3.136056,101.708864,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,252.96,images/img_pili/20170810152045267.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314044,48f6cd6e-cd68-4ce9-a1b9-af5c7c3e009d,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,033,JHT-A-033,Depan Kedai Perniagaan Komplek Sri Selangor Jalan San Peng,Depan Kedai Perniagaan Komplek Sri Selangor Jalan San Peng,1,Hadapan,KUALA LUMPUR,3.135787,101.709143,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,252.96,images/img_pili/20170810152815937.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314045,d07c68dd-62c0-46e1-9aec-d46672a4dfc7,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,034,JHT-A-034,Block 7  Tepi Sungai Flat Sri Selangor,Block 7  Tepi Sungai Flat Sri Selangor,1,Hadapan,KUALA LUMPUR,3.134845,101.709619,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,39.7488,images/img_pili/20170814111728483.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,45,KUALA LMPUR (WP),08d3c005-65d8-4c9b-b86d-53759fd3dff4
314046,7d0c37f0-00d6-4e81-9192-3506c1dafe34,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,035,JHT-A-035,Flat Sri Selangor tepi pagar kiri Jalan SanPeng,Flat Sri Selangor tepi pagar kiri Jalan SanPeng,1,Hadapan,KUALA LUMPUR,3.134401,101.708423,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,39.7488,images/img_pili/20170814111901664.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
314047,19c328a4-5f0c-488c-8050-aad22563f403,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,036,JHT-A-036,Depan Pondok Polis Luar Pagar Berhampiran Flat Sri Selangor Jalan San Peng ,Depan Pondok Polis Luar Pagar Berhampiran Flat Sri Selangor Jalan San Peng,1,Hadapan,KUALA LUMPUR,3.134312,101.708742,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,158.995,images/img_pili/20170814112318947.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,45,KUALA LMPUR (WP),08d3c005-65d8-4c9b-b86d-53759fd3dff4
314048,3d9208c7-09c2-4d6a-8763-23e37b838adf,e795beb3-2cda-4ac4-b79d-7953221f1fb6,166,JHT,A,037,JHT-A-037,Depan Kedai Pasar Mini 98 Jalan Baiduri off Jalan San Peng ,Depan Kedai Pasar Mini 98 Jalan Baiduri off Jalan San Peng,1,Hadapan,KUALA LUMPUR,3.133919,101.707793,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,158.995,images/img_pili/20170814113207577.jpg,1,Pillar Hydrant,120,Bukit Bintang,0000-00-00,0,KUALA LUMPUR_JLN HANG TUAH_ZON A_WANI_20052015,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
