id_pili,hydrant_id_uuid,station_id_uuid,station_id,station_code,zon,no_pili,pili_num_combine,alamat,no_premis,id_kedudukan,kedudukan,latitud,longitud,id_negeri,state_id_uuid,negeri,id_daerah,daerah,id_pemilikan_pili,pemilikan_pili,id_status_pili,status_pili,diameter_pengeluaran,image_1,id_jenis_pili,jenis_pili,id_parlimen,parlimen,tarikh_pili,id_syarikat_air,id_bandar,bandar,city_id_uuid
562388,d9446c78-f93c-43ac-b9b5-6546bb92b2f5,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,001,KLC-A-001,DEPAN ANJUNG FELDA JALAN MAKTAB,ANJUNG FELDA,1,Hadapan,3.101958,101.431511,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,1430.96,images/img_pili/20200922114524508.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
563673,3ab88ebd-f49d-4a87-b248-645860e21ef5,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,002,KLC-A-002,PONDOK PENGAWAL ANJUNG FELDA,PONDOK PENGAWAL ANJUNG FELDA,3,Berhampiran,3.170221,101.719048,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,2,Tidak Berfungsi,0,images/img_pili/20201022151302466.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,108,KUALA LUMPURA (WP),9e34d0e5-3888-45bb-b3f5-462f2a1519cf
563678,95961246-a61c-4f24-b2a9-90af4087ccdb,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,003,KLC-A-003,DEPAN FELDA D'SAJI,DEPAN FELDA D'SAJI,1,Hadapan,3.102134,101.432045,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,2,Tidak Berfungsi,0,images/img_pili/20201022151623337.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563681,aa66e795-93b7-4487-a036-bb35281a76dc,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,004,KLC-A-004,SEBELAH KANAN DEWAN FELDA ,SEBELAH KANAN DEWAN FELDA ,6,Kanan,3.10218,101.432466,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,2,Tidak Berfungsi,0,images/img_pili/20201022151853750.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563684,1b161056-9992-4bf6-8c79-c2f7ebe51c26,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,005,KLC-A-005,SEBELAH BELAKANG DEWAN FELDA ,SEBELAH BELAKANG DEWAN FELDA ,2,Belakang,3.101891,101.432566,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022152023102.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563688,2775d417-27b6-43d0-811f-369caf85fcd8,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,006,KLC-A-006,SEBELAH KIRI DEWAN FELDA ,SEBELAH KIRI DEWAN FELDA ,5,Kiri,3.101822,101.432131,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022152155732.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563693,760a26bc-c6ab-47ea-a661-1270868e4a54,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,007,KLC-A-007,TADIKA SEMAI BAKTI JALAN PERSIARAN GURNEY,TADIKA SEMAI BAKTI ,1,Hadapan,3.170066,101.718861,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022152436224.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563698,b6f4703d-0c67-4328-a969-ee578fe7e214,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,008,KLC-A-008,"DEPAN TADIKA SMART KIDS, JALAN GURNEY 1",DEPAN TADIKA SMART KIDS,1,Hadapan,3.100899,101.429506,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201022152653551.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563703,1f67fda8-cf7d-4150-b832-75f29d14941a,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,009,KLC-A-009,"DEPAN RUMAH TAMU UTM, JALAN GURNEY 1",DEPAN RUMAH TAMU UTM,1,Hadapan,3.100588,101.42929,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,778.915,images/img_pili/20201022153058804.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563707,cab702ed-380d-465a-9105-b11f6fcf7462,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,010,KLC-A-010,"BELAKANG HAYALA APARTMENT, JALAN GURNEY 1",HAYALA APARTMENT,2,Belakang,3.168054,101.716485,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,2,Tidak Berfungsi,0,images/img_pili/20201022153812255.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563709,1a4b0868-9a52-4db5-bb50-870524391355,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,011,KLC-A-011,"HADAPAN RUMAH NO.52, JALAN GURNEY",NO.52,1,Hadapan,3.10194,101.431528,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,2,Tidak Berfungsi,0,images/img_pili/20201022154124522.,2,Ground Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563712,f2ce3486-eb56-4102-99c5-9951219f58d3,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,012,KLC-A-012,"HADAPAN RUMAH NO 8B, JALAN GURNEY 2",NO. 8B,1,Hadapan,3.100551,101.429773,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022154403254.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563713,fa9daeb3-73b4-4b5e-a65e-95785df67971,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,013,KLC-A-013,DEPAN RUMAH N0 8E JALAN GURNEY 2,DEPAN RUMAH N0 8E JALAN GURNEY 2,1,Hadapan,3.100236,101.430091,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201022154626162.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563715,bb9eab7e-7684-4c48-8744-a83071104601,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,014,KLC-A-014,DEPAN TADIKA CAPITAL JALAN PERUMAHAN GURNEY,DEPAN TADIKA CAPITAL JALAN PERUMAHAN GURNEY,1,Hadapan,3.101135,101.431244,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,2,Tidak Berfungsi,0,images/img_pili/20201022154841314.,2,Ground Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563717,6a4a3dd9-bafc-43f5-a7ac-e8e7ac43700f,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,015,KLC-A-015,DEPAN RUMAH N0 26 JALAN GURNEY 2,DEPAN RUMAH N0 26 JALAN GURNEY 2,1,Hadapan,3.100386,101.431289,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,2,Tidak Berfungsi,0,images/img_pili/20201022155037263.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563720,01323df9-5c57-4d52-87fb-2ba1f0ee8678,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,016,KLC-A-016,DEPAN PALADIUM BLOCK 17 JALAN GURNEY 2,DEPAN PALADIUM BLOCK 17 JALAN GURNEY 2,1,Hadapan,3.166741,101.717488,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201022155254918.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563721,9bf09983-0323-4813-9b65-7bcd387efdce,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,017,KLC-A-017,"JALAN GURNEY 2, (PINTU 3) SEKOLAH KEBANGSAAN JALAN GURNEY 2",,1,Hadapan,3.100781,101.429939,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201022155439365.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563723,b719b71e-68e8-44a0-baec-132e3c0339c6,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,018,KLC-A-018,HADAPAN UNIKL ,HADAPAN UNIKL ,1,Hadapan,3.100276,101.432084,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022155723802.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563726,63302105-1bb7-42af-a5ee-95606673b009,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,019,KLC-A-019,BELAKANG UNIKL JALAN GURNEY,BELAKANG UNIKL JALAN GURNEY,2,Belakang,3.167122,101.720296,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201022155921284.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563728,e7ea3343-5535-4497-875d-8a7699be8298,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,020,KLC-A-020,DEPAN PANGSA MURNI BLOCK 47 JALAN GURNEY,DEPAN PANGSA MURNI BLOCK 47 JALAN GURNEY,1,Hadapan,3.168553,101.723774,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201022160252588.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563729,95cc9424-7dc5-444a-9da4-80e43707b2ae,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,021,KLC-A-021,PANGSA MURNI BLOCK 55 JALAN GURNEY,PANGSA MURNI BLOCK 47 JALAN GURNEY,2,Belakang,3.169142,3.169142,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201022160450800.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563731,87038106-419c-4e17-85fe-d6db8166081e,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,022,KLC-A-022,PANGSA MURNI BLOCK 55 JALAN GURNEY,PANGSA MURNI BLOCK 55 JALAN GURNEY,5,Kiri,3.168957,101.724426,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201022160642933.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563732,1d2129d1-96d9-47fa-a296-0ad0c4147e1a,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,023,KLC-A-023,PANGSA MURNI BLOCK 67 JALAN GURNEY,PANGSA MURNI BLOCK 67 JALAN GURNEY,6,Kanan,3.168889,101.724612,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201022160759112.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563733,df67114e-0b86-4dd2-b3cd-8f460f862f2f,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,024,KLC-A-024,PANGSA MURNI BLOCK 55 JALAN GURNEY,PANGSA MURNI BLOCK 71 JALAN GURNEY,7,Tengah,3.168857,101.72443,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,2,Tidak Berfungsi,0,images/img_pili/20201022160942784.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563740,c08d075d-b865-488a-8f90-49fb13894878,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,025,KLC-A-025,JALAN KENT 3 PERSIMPANGAN MAKTAB 5,JALAN KENT 3 PERSIMPANGAN MAKTAB 5,3,Berhampiran,3.172061,101.718181,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/2020102216270876.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563742,a468304f-a95e-4839-ba50-7ae561c5ca71,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,026,KLC-A-026,JALAN LADANG MAKTAB TEPI RUMAH NO 11,JALAN LADANG MAKTAB TEPI RUMAH NO 11,4,Tepi,3.169607,101.721237,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201022162904186.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563743,ddf7093f-850f-467c-8c8f-1ee4e6ce0525,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,027,KLC-A-027,JALAN MAKTAB 5 DEPAN RUMAH 32,JALAN MAKTAB 5 DEPAN RUMAH 32,1,Hadapan,3.168901,101.721461,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/2020102216304289.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563744,40084a2d-2056-4504-8c7a-2ab747a15b7c,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,028,KLC-A-028,DEPAN RUMAH NO 3 LORONG MAKTAB 1,NO 3,1,Hadapan,3.171016,101.721284,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201022163353643.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563745,457295eb-a76a-4de1-9712-f1a6b46f239e,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,029,KLC-A-029,"DEPAN UTM, BERSEBELAHAN RUMAH NO 1",NO 1,3,Berhampiran,3.171981,101.718252,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201022163601696.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
563746,289ecebd-3244-4bb5-b0ae-54478be26266,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,030,KLC-A-030,"RUMAH SADOK HILIR, NO 33 JALAN MAKTAB ",NO 33,1,Hadapan,3.172692,101.723066,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201022163813406.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564462,2c6a1210-de17-41a7-ba8a-f28d63a3db8d,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,031,KLC-A-031,DEPAN RUMAH NO 28 JALAN KENT 2,DEPAN RUMAH NO 28 JALAN KENT 2,1,Hadapan,3.172115,101.72445,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201103150337539.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564470,87bcd18f-69e9-435d-a0e2-2309473a37cd,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,032,KLC-A-032,DEPAN RUMAH NO 18 JALAN KENT 2,DEPAN RUMAH NO 18 JALAN KENT 2,1,Hadapan,3.170988,101.724014,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201103151202427.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564476,f8ba692e-9bed-4f63-b1f8-9f19587585c1,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,033,KLC-A-033,"JALAN KENT 1, HADAPAN RUMAH NO 17",RUMAH NO 17,1,Hadapan,3.102399,101.433893,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20220130145144809.jpeg,2,Ground Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564484,d5c80769-2ba6-46b1-a811-f276261e0822,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,034,KLC-A-034,"JALAN PERSIARAN GURNEY , DEPAN RUMAH NO 7 (BERHAMPIRAN PERODUA)","JALAN PERSIARAN GURNEY ,DEPAN RUMAH NO 7",1,Hadapan,3.168001,101.721272,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,2,Tidak Berfungsi,0,images/img_pili/20220130150802894.jpeg,2,Ground Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564487,89b3bb4e-03d6-413a-8bea-a23237a2e4b1,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,035,KLC-A-035,"FLAT PPR SRI PERLIS 2, DEPAN RUMAH KEDAI NO 2",RUMAH KEDAI NO 2,1,Hadapan,3.099912,101.432874,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20220130152733226.jpeg,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564491,d45c41cb-396d-4f9c-80e6-d4b18d4090c5,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,036,KLC-A-036,FLAT PPR SRI PERLIS 2 DEPAN BLOCK A,BLOK A,4,Tepi,3.100672,101.433175,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20220130155341393.jpeg,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564495,6cda7741-a89c-4bb8-ba85-23d27adf1d23,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,037,KLC-A-037,"FLAT PPR SRI PERLIS 2, BELAKANG BLOK B",BLOK B,2,Belakang,3.100736,101.433972,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20220130160016344.jpeg,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564498,1251d96c-a279-4f38-8117-a84b9c2db403,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,038,KLC-A-038,"FLAT PPR SRI PERLIS 2, BELAKANG BLOCK D",BLOK D,2,Belakang,3.100303,101.433144,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20220130161238315.jpeg,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564503,7c4a0139-c6d6-44b1-b489-65464aeff0b2,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,039,KLC-A-039,"FLAT PPR SRI PERLIS 2, SEBELAH GERAI MAKAN PPR",SEBELAH KEDAI MAKAN,4,Tepi,3.100058,101.433254,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20220130162019636.jpeg,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564506,67b03f52-09ce-4157-81b5-7cd9522e6309,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,040,KLC-A-040,"PEJABAT PRO-LINTAS, JALAN DATO KERAMAT",PEJABAT PRO LINTAS,1,Hadapan,3.099712,101.433052,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,778.915,images/img_pili/20220130162818334.jpeg,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564508,31df8044-05d0-454a-9749-4ba64ee4adeb,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,041,KLC-A-041,"PEJABAT PRO-LINTAS, JALAN DATO KERAMAT                ",PEJABAT PRO-LINTAS,6,Kanan,3.099526,101.433644,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,778.915,images/img_pili/20220130163321368.jpeg,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564510,e4e75569-adfb-4eaf-8547-a3b9521589ca,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,042,KLC-A-042,PERSIARAN KIRI 1 DEPAN KEDAI MOTOR,PERSIARAN KIRI 1 DEPAN KEDAI MOTOR,1,Hadapan,3.165857,101.721917,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,2,Tidak Berfungsi,0,images/img_pili/20201103155316379.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564511,e36e4e2f-65c4-4b80-a891-702b40b855a1,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,043,KLC-A-043,DEPAN RUMAH NO 7 PERSIARAN KIRI 1,DEPAN RUMAH NO 7 PERSIARAN KIRI 1,1,Hadapan,3.16596,101.722576,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201103155510142.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
564513,8b0ae7d2-6df1-41f0-8f47-a9c04a2d6d92,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,044,KLC-A-044,DEPAN KEDAI SATE JALAN DATO KERAMAT,DEPAN KEDAI SATE JALAN DATO KERAMAT,1,Hadapan,3.165796,101.72319,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/2020110316012130.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,89,KUALA  LUMPUR (WP),53aa1806-b81f-4985-8066-6a9cf92f1446
