id_pili,hydrant_id_uuid,station_id_uuid,station_id,station_code,zon,no_pili,pili_num_combine,alamat,no_premis,id_kedudukan,kedudukan,latitud,longitud,id_negeri,state_id_uuid,negeri,id_daerah,daerah,id_pemilikan_pili,pemilikan_pili,id_status_pili,status_pili,diameter_pengeluaran,image_1,id_jenis_pili,jenis_pili,id_parlimen,parlimen,tarikh_pili,id_syarikat_air,id_bandar,bandar,city_id_uuid
569184,1007f22d-26a1-4df4-b469-c9400b8598b7,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,112,KLC-A-112,RESINDENCY CHYMES,RESIDENCY CHYMES GURNEY JALAN GURNEY,1,Hadapan,3.169642,101.72575,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201227125542902.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
569188,a337da17-daee-49cf-b9e1-d6298555a4e2,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,113,KLC-A-113,RESINDENCY CHYMES,RESIDENCY CHYMES GURNEY JALAN GURNEY,2,Belakang,3.167864,101.720106,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201227130014738.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,11,KUALALUMPUR (WP),e020035c-e1d1-481d-b224-6475deb88d49
569190,01a200db-b450-45b9-b49a-c6deee8a4993,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,114,KLC-A-114,RESIDEN CHYMES,RESIDENCY CHYMES GURNEY JALAN GURNEY,2,Belakang,3.167864,101.720106,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201227130248902.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
569193,a652d604-0a16-4f96-9bb4-04aff52c6713,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,A,115,KLC-A-115,RESIDENCY CHYMES,RESIDENCY CHYMES GURNEY JALAN GURNEY,2,Belakang,3.169628,101.72383,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201227130538675.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
563679,00ba6bac-996d-471b-8b97-9617c20f36a1,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,001,KLC-B-001,"JALAN MURNI, ANJUNG DAMAI ",5,2,Belakang,3.164046,101.65974,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,2,Tidak Berfungsi,0,images/img_pili/20201022151651879.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
563700,e89bb42d-66e4-46d1-9620-9bcffa914729,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,002,KLC-B-002,"JALAN MURNI, ANJUNG DAMAI",10,2,Belakang,3.164054,101.719755,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201022152710606.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
563704,9e8bbfc9-97bb-4e82-8771-aa74e2a78601,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,003,KLC-B-003,JALAN MURNI ANJUNG DAMAI 5,NO 2,1,Hadapan,3.164011,101.719618,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022153143949.,1,Pillar Hydrant,119,Titiwangsa,2021-11-03T08:00:00+08:00,0,1304,AMPANG (WP),e268222e-578d-4529-a1e0-91274aa01378
563705,87a831e8-f816-48da-ab99-ae7d2b2fe8af,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,004,KLC-B-004,"JALAN MURNI, ANJUNG DAMAI 10",10,2,Belakang,3.163386,101.719831,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,2,Tidak Berfungsi,0,images/img_pili/20201022153409841.,1,Pillar Hydrant,119,Titiwangsa,2021-11-03T08:00:00+08:00,0,108,KUALA LUMPURA (WP),9e34d0e5-3888-45bb-b3f5-462f2a1519cf
563708,5f895bd2-2520-491f-896a-9ba90047f066,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,005,KLC-B-005,"LORONG DAMAI 13, DAMAI 206 @ EMBESSY ROW",206,1,Hadapan,3.160874,101.728561,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201022153901641.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
563710,7e85e185-a44d-493e-b9df-e981f57ba627,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,006,KLC-B-006,"LORONG DAMAI 13, DAMAO 206@ EMBASSY ROW",206,2,Belakang,3.161373,101.728086,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022154221714.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,108,KUALA LUMPURA (WP),9e34d0e5-3888-45bb-b3f5-462f2a1519cf
563714,82afd3fd-8ed0-4194-8e45-76e7f0ccfeaf,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,007,KLC-B-007,"LORONG DAMAI 13, DAMAI 206 EMBASSY ROW",206,2,Belakang,3.161408,101.728455,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022154655429.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
563718,066f093b-d08d-4c8d-a986-9ec5fe69efef,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,008,KLC-B-008,"LORONG DAMAI 13, DAMAI 206 @ EMBESSY ROW",206,1,Hadapan,3.161281,101.728817,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022155059925.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,108,KUALA LUMPURA (WP),9e34d0e5-3888-45bb-b3f5-462f2a1519cf
563724,22332aa2-c03a-41a4-b1b7-43e389b38f7d,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,009,KLC-B-009,"LORONG DAMAI 13, DAMAI RESIDENT",,1,Hadapan,3.161381,101.728837,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201022155740677.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,108,KUALA LUMPURA (WP),9e34d0e5-3888-45bb-b3f5-462f2a1519cf
563730,7c72177f-3515-4e00-98d7-743ce7c75e1d,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,010,KLC-B-010,"2 TWELVE KONDOMINIUM, JALAN AMPANG",,1,Hadapan,3.161276,101.72742,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201022160546580.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
563734,304126b4-8532-41cc-96ab-7340cc982be0,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,011,KLC-B-011,"2 TWELVE KONDOMINIUM, JALAN AMPANG",,2,Belakang,3.161211,101.727416,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022161058678.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
563736,d0c6f641-8e74-4ad3-b162-89c95c091185,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,012,KLC-B-012,"2 TWELVE KONDOMINIUM, JALAN AMPANG",,2,Belakang,3.1614,101.727326,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022161328123.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
563739,c9decb3d-701e-470e-b97a-ef6c19c70a97,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,013,KLC-B-013,"2 TWELVE KONDOMINIUM, JALAN AMPANG",,1,Hadapan,3.16145,101.727309,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022162551835.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
563741,b67c5614-3d4a-43d0-a94a-f45d641799f0,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,014,KLC-B-014,"202 DC DESA CAHAYA, JALAN AMPANG",202 DC,1,Hadapan,3.160586,101.724884,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022162812427.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
563747,e50c4f27-b639-450e-a501-a15a533aa32a,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,015,KLC-B-015,"202 DC DESA CAHAYA, JALAN AMPANG",202 DC,2,Belakang,3.16041,101.724929,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201022164602274.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564458,650425fc-b183-42ef-a405-a8d3dc68e668,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,016,KLC-B-016,"202 DC DESA CAHAYA, JALAN AMPANG",202 DC,5,Kiri,3.16041,101.724929,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201103145201135.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564459,4a2469b5-0fed-45cf-9ba8-7b00a796de59,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,017,KLC-B-017,PERSIMPANGAN LORONG DAMAI 9,NO 9,1,Hadapan,3.1619,101.72492,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201103145927674.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564464,34fe89de-6834-451f-a291-8a37a24d4e66,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,018,KLC-B-018,"JALAN TUN RAZAK, THE IINTERMARK MALL",,1,Hadapan,3.16054,101.71791,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,778.915,images/img_pili/20201103150514592.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564465,3c2ba814-c5b2-4c38-ad20-e802773977d2,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,019,KLC-B-019,"JALAN TUN RAZAK, THE IINTERMARK MALL",,2,Belakang,3.16054,101.717911,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,778.915,images/img_pili/20201103150752340.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564466,bcd64e88-b209-4c1b-a66e-48d15dc13d60,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,020,KLC-B-020,"JALAN TUN RAZAK, THE IINTERMARK MALL",,3,Berhampiran,3.16054,101.717911,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,778.915,images/img_pili/20201103150930607.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564468,0fd36f07-369d-444b-93cb-9ba6a8990049,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,021,KLC-B-021,"JALAN TUN RAZAK, THE INTERMARK MALL",,5,Kiri,3.16054,101.717911,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,778.915,images/img_pili/20201103151130220.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564471,3e8ac265-b552-4610-a1f3-41c668b87ea7,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,022,KLC-B-022,"JALAN TUN RAZAK, THE INTERMARK MALL",,6,Kanan,3.16054,101.717911,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201103151250937.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564473,12f82f2e-4687-423f-bb33-51d33ef12548,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,023,KLC-B-023,"JALAN TUN RAZAK, THE INTERMARK MALL",,7,Tengah,3.16054,101.717911,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,2,Swasta,1,Berfungsi,635.981,images/img_pili/20201103151421647.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564489,f2b6bc60-1ef2-42d9-bf02-89731851e7d3,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,024,KLC-B-024,STATION MINYAK SHELL JALAN AMPANG,,1,Hadapan,3.160722,101.730538,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201103153235346.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564493,69bf3973-5610-4df9-aa78-e1008a47cac9,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,025,KLC-B-025,RUMAH NO 59 JALAN DAMAI,NO 59,1,Hadapan,3.163252,101.722494,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201103153533440.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564512,8f31ff39-778d-4073-a35a-e5a4929cecdd,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,026,KLC-B-026,RUMAH NO 7 LORONG DAMAI 6,NO 7,1,Hadapan,2.933778,101.752639,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201103155941447.,2,Ground Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564515,c370d47a-a0d2-4543-aca3-552e041d4e9e,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,027,KLC-B-027,RUMAH NO 8 LORONG DAMAI 7,NO 8,1,Hadapan,3.163623,101.723732,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201103160526289.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
564524,c33d16b6-333f-4a44-8a43-f6fd026d0714,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,028,KLC-B-028,BERSEBELAHAN PADANG KELAB AMAN JALAN DAMAI,,1,Hadapan,3.168903,101.715238,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201103161829543.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
566099,f6aed90e-8936-4215-b883-3f3939bdc24e,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,029,KLC-B-029,DEPAN RUMAH NO.7 LORONG DAMAI 9,,1,Hadapan,3.162541,101.725496,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201126142605115.,1,Pillar Hydrant,119,Titiwangsa,2018-03-14T08:00:00+08:00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
566104,5bb0aea0-9c0a-4992-a6ae-fa105955af76,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,030,KLC-B-030,"RUMAH NO.15 , LORONG DAMAI 9",,1,Hadapan,3.162456,101.725518,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201126145955633.,1,Pillar Hydrant,119,Titiwangsa,2018-03-14T08:00:00+08:00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
566843,4b1f1586-6b03-4943-ae62-5da1b9a6f7e2,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,031,KLC-B-031,"MYHABITAT KONDOMINIUM , JALAN AMAN",,4,Tepi,3.160474,101.724884,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201209133841516.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
566854,3031d902-0da5-4c58-9607-898eebf7037f,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,032,KLC-B-032,LORONG DAMAI 12,NO 7,4,Tepi,3.160586,101.726015,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,4,Hilang,,images/img_pili/20201209152814391.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
566971,b7b1db4c-2f56-47e9-b1bc-3ae285519882,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,033,KLC-B-033,LORONG DAMAI 8,NO 6,1,Hadapan,3.161679,101.718333,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201210171548812.,2,Ground Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
567518,30c9fced-cedf-472a-a65f-79bc135bac6d,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,034,KLC-B-034,NO 4 LORONG DAMAI 10,NO 4,1,Hadapan,3.163485,101.725573,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201215153841328.,2,Ground Hydrant,119,Titiwangsa,0000-00-00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
567564,aa8103ba-f01a-4606-b68f-a02994acc8d4,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,035,KLC-B-035,JALAN DAMAI HADAPAN KELAB AMAN ,,1,Hadapan,3.160474,101.724884,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201215170451429.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,202,KUALA LUMPUR,9e597da1-fbe5-4168-9f07-c4746f7466a9
567569,e2bce4ce-562c-47db-ba2d-43aa94131a02,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,036,KLC-B-036,JALAN DAMAI SELEPAS GERAI SARAPAN PAGI,,4,Tepi,3.160474,101.724884,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201215171253249.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
567576,d9c4e660-360b-4c02-ab16-16fa2fed75d6,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,037,KLC-B-037,"BERHADAPAN RUMAH 15B, JALAN DAMAI",15B,1,Hadapan,3.160474,101.724884,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201215172319690.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
567577,c83e1638-ed41-4852-8fee-b9cd18c10ef0,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,038,KLC-B-038,"RAFFLES DESIGN COLLEGE, LORONG DAMAI 3",,1,Hadapan,3.098886,101.432458,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/20201215174225254.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
567763,c5136237-d8b4-494b-872c-0921dc7918d7,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,039,KLC-B-039,"BERHADAPAN RUMAH BERNOMBOR 74B, JALAN DAMAI",74A,1,Hadapan,3.160474,101.724884,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,635.981,images/img_pili/20201217001905578.,2,Ground Hydrant,119,Titiwangsa,0000-00-00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
567766,65df63f6-8a56-482c-bb81-adadcc34ab3f,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,040,KLC-B-040,"BERHADAPAN RUMAH NO. 4, LORONG DAMAI 4",RUMAH NO. 4,1,Hadapan,3.098804,101.433018,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,1,Berfungsi,778.915,images/img_pili/2020121700235122.,2,Ground Hydrant,119,Titiwangsa,0000-00-00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
567778,00507c0c-5c61-447e-8842-dceb5ddb21cf,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,041,KLC-B-041,"BERHADAPAN RUMAH NO 17, JALAN DAMAI",NO 17,1,Hadapan,3.160474,101.724884,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,4,Hilang,,images/img_pili/20201217004110179.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
567785,3eff26dc-2a0b-4a39-8a24-3eb677041c82,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,042,KLC-B-042,"BERHADAPAN RUMAH NO 29C, JALAN DAMAI",NO 29c,1,Hadapan,3.160474,101.724884,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,4,Hilang,,images/img_pili/20201217012133517.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
567786,db10e88b-254d-47f5-a7ec-409e64654a91,c4a96c5b-759e-4542-a2be-651f4b0d596c,471,KLC,B,043,KLC-B-043,"BERHADAPAN RUMAH NO 41, JALAN DAMAI",NO 41,1,Hadapan,3.160474,101.724884,7,55c38deb-aae3-44c5-bfac-0bb919effec4,Wilayah Persekutuan Kuala Lumpur,137,WP Kuala Lumpur,1,Awam,4,Hilang,,images/img_pili/20201217012306794.,1,Pillar Hydrant,119,Titiwangsa,0000-00-00,0,1,KUALA LUMPUR (WP),88beb013-6a67-4936-9afd-b84a072cb60f
